Code,Name,Category,Price,Discount,Description,Image 1,Image 2,Image 3,Image 4,Image 5,Image 6,Image 7,Image 8,Image 9,Position
OB-AG15,OB-AG15,Agbada,0,0,,assets/products/AGBADA COLLECTION/OB-AG15/041a78a6-574a-4c73-b813-5985b6884833.jpg,assets/products/AGBADA COLLECTION/OB-AG15/acb415fe-8a56-4bb7-8387-b65df9393aff.jpg,,,,,,,
OB-AG16,OB-AG16,Agbada,0,0,,assets/products/AGBADA COLLECTION/OB-AG16/IMG_3328.jpeg,assets/products/AGBADA COLLECTION/OB-AG16/IMG_3329.jpeg,,,,,,,
OB-AG17,OB-AG17,Agbada,0,0,,assets/products/AGBADA COLLECTION/OB-AG17/9fe7b431-7590-4721-a671-cbaad357a6d8.jpg,assets/products/AGBADA COLLECTION/OB-AG17/IMG_3832.HEIC,,,,,,,
OB-AG18,OB-AG18,Agbada,0,0,,assets/products/AGBADA COLLECTION/OB-AG18/IMG_8997.HEIC,assets/products/AGBADA COLLECTION/OB-AG18/IMG_8999.HEIC,,,,,,,
OB-AG19,OB-AG19,Agbada,0,0,,assets/products/AGBADA COLLECTION/OB-AG19/Photo from Oban Wears(1).jpg,assets/products/AGBADA COLLECTION/OB-AG19/Photo from Oban Wears.jpg,,,,,,,
OB-AG20,OB-AG20,Agbada,0,0,,assets/products/AGBADA COLLECTION/OB-AG20/Oban Set 14 - 10.PNG,assets/products/AGBADA COLLECTION/OB-AG20/Oban Set 14 - 11.PNG,,,,,,,
OB-AG21,OB-AG21,Agbada,0,0,,assets/products/AGBADA COLLECTION/OB-AG21/9442fe47-6be0-4640-a467-eac3f2870a6e.jpg,assets/products/AGBADA COLLECTION/OB-AG21/d43a8b19-fbfb-4395-b4b5-00fda299241c.jpg,,,,,,,
OB-AG22,OB-AG22,Agbada,0,0,,assets/products/AGBADA COLLECTION/OB-AG22/IMG-20240707-WA0030.jpg,assets/products/AGBADA COLLECTION/OB-AG22/IMG-20240707-WA0032.jpg,,,,,,,
OB-AG23,OB-AG23,Agbada,0,0,,assets/products/AGBADA COLLECTION/OB-AG23/Photo from Oban Wears(1).jpg,assets/products/AGBADA COLLECTION/OB-AG23/Photo from Oban Wears(2).jpg,assets/products/AGBADA COLLECTION/OB-AG23/Photo from Oban Wears.jpg,,,,,,
OB-FS01,OB-FS01,Father & Son,0,0,,assets/products/FATHER AND SONS/OB-FS01/IMG-20240913-WA0022.jpg,assets/products/FATHER AND SONS/OB-FS01/IMG-20240913-WA0026.jpg,,,,,,,
OB-FS02,OB-FS02,Father & Son,0,0,,assets/products/FATHER AND SONS/OB-FS02/IMG_3143.JPG,,,,,,,,,
OB-FS03,OB-FS03,Father & Son,0,0,,assets/products/FATHER AND SONS/OB-FS03/IMG_3142.JPG,,,,,,,,,
OB-FS04,OB-FS04,Father & Son,0,0,,assets/products/FATHER AND SONS/OB-FS04/IMG-20251216-WA0063.jpg,,,,,,,,,
OB-FS05,OB-FS05,Father & Son,0,0,,assets/products/FATHER AND SONS/OB-FS05/Photo from Oban Wears(1).jpg,assets/products/FATHER AND SONS/OB-FS05/Photo from Oban Wears.jpg,,,,,,,
OB-SP01,OB-SP01,Suits,0,0,,assets/products/SUITS AND PANTS/OB-SP01/7ccef707-f56f-4a48-8fb6-8f365cda42b7.jpg,assets/products/SUITS AND PANTS/OB-SP01/7e07ec58-8305-4807-8a44-47ccd17da0b1(1).JPG,assets/products/SUITS AND PANTS/OB-SP01/7e07ec58-8305-4807-8a44-47ccd17da0b1.jpg,assets/products/SUITS AND PANTS/OB-SP01/Photo from Oban Wears.jpg,,,,,
OB-SP02,OB-SP02,Suits,0,0,,assets/products/SUITS AND PANTS/OB-SP02/IMG-20240526-WA0019.jpg,assets/products/SUITS AND PANTS/OB-SP02/IMG-20240526-WA0021(1).jpg,,,,,,,
OB-SP03,OB-SP03,Suits,0,0,,assets/products/SUITS AND PANTS/OB-SP03/IMG-20240913-WA0018.jpg,assets/products/SUITS AND PANTS/OB-SP03/IMG-20240913-WA0020.jpg,,,,,,,
OB-SP04,OB-SP04,Suits,0,0,,assets/products/SUITS AND PANTS/OB-SP04/b2580288-d320-441c-aae5-dcdd7fe3c133.jpg,assets/products/SUITS AND PANTS/OB-SP04/d6ab4941-9d14-47a3-9401-2dbb725cd55b.jpg,,,,,,,
OB-SP05,OB-SP05,Suits,0,0,,assets/products/SUITS AND PANTS/OB-SP05/IMG_0486.jpeg,assets/products/SUITS AND PANTS/OB-SP05/IMG_0490.jpeg,,,,,,,
OB-SP06,OB-SP06,Suits,0,0,,assets/products/SUITS AND PANTS/OB-SP06/IMG_0473.jpeg,assets/products/SUITS AND PANTS/OB-SP06/IMG_0476.jpeg,,,,,,,
OB-SP07,OB-SP07,Suits,0,0,,assets/products/SUITS AND PANTS/OB-SP07/3b7b692e-e2d3-4647-8b1e-ac1191c22e6f.jpg,,,,,,,,,
OB-SP08,OB-SP08,Suits,0,0,,assets/products/SUITS AND PANTS/OB-SP08/498921890_18330200977167858_2899624696774555259_n.jpg,,,,,,,,,
OB-SP09,OB-SP09,Suits,0,0,,assets/products/SUITS AND PANTS/OB-SP09/Photo from Oban Wears(1).jpg,assets/products/SUITS AND PANTS/OB-SP09/Photo from Oban Wears(2).jpg,assets/products/SUITS AND PANTS/OB-SP09/Photo from Oban Wears.jpg,,,,,,
OB-SP10,OB-SP10,Suits,0,0,,assets/products/SUITS AND PANTS/OB-SP10/Photo from Oban Wears(1).jpg,assets/products/SUITS AND PANTS/OB-SP10/Photo from Oban Wears(2).jpg,assets/products/SUITS AND PANTS/OB-SP10/Photo from Oban Wears(3).jpg,assets/products/SUITS AND PANTS/OB-SP10/Photo from Oban Wears.jpg,,,,,
